Timestamp;Ueberschrift;Hauptartikel;Link
23.04.2019 – 14:53;POL-F: 190423 - 458 Frankfurt-Gallus: Versuchtes Tötungsdelikt;  Frankfurt (ots)  (em) Am Ostersonntag (21.04.2019) wurde einem 26-jährigen Mann im Schlaf schwere Kopfverletzungen zugefügt. Am Tag darauf wurde ein 20-jähriger Tatverdächtiger festgenommen.  Gegen 23.00 Uhr wachte der 26-Jährige mit starken Kopfschmerzen in seinem Bett auf und stellte fest, dass er am Kopf blutete. Er wurde umgehend stationär in ein Krankenhaus aufgenommen. Ursächlich für die Kopfverletzungen war augenscheinlich eine Gewalteinwirkung von außen.  Ermittlungen des K11 führten schließlich zu einem 20-jährigen Tatverdächtigen, dem Mitbewohner des Opfers, welcher am Montagabend durch die Bundespolizei am Hauptbahnhof festgenommen wurde. Der mutmaßliche Täter wird noch heute dem Haftrichter vorgeführt. Er wird verdächtigt, dem 26-Jährigen im Schlaf die Kopfverletzungen beigefügt zu haben.    Rückfragen bitte an:  Polizeipräsidium Frankfurt am Main Pressestelle Adickesallee 70 60322 Frankfurt am Main Direkte Erreichbarkeit von Mo. - Fr.: 07:30 Uhr bis 17:00 Uhr Telefon: 069 / 755-82110 (CvD) Fax: 069 / 755-82009 E-Mail: pressestelle.ppffm@polizei.hessen.de Homepage Polizeipräsidium Ffm.: http://www.polizei.hessen.de/ppffm          Original-Content von: Polizeipräsidium Frankfurt am Main, übermittelt durch news aktuell Frankfurt (ots) - (em) Am Karfreitag (19.04.2019) endete ein Streit zweier Frauen um einen Parkplatz, für einen der beiden Ehemänner im Krankenhaus. Gegen 20.30 Uhr wollten zwei Frauen, 40 und 42 Jahre alt, etwa zeitgleich in eine freie Parklücke in der Wächtersbacher Straße einparken. Der Ehemann der ... Frankfurt (ots) - (ka) Letzte Woche Mittwoch (17.04.2019) war ein 51-Jähriger viel zu schnell mit seinem Audi unterwegs. Bei der anschließenden Kontrolle gab es ein Wiedersehen mit dem Polizeibeamten, der ihn bereits vor einigen Monaten anzeigte hatte, weil er ohne Fahrerlaubnis Auto gefahren ist - die Erlaubnis hatte er am Mittwoch erneut nicht. Doch zunächst der ... Frankfurt (ots) - (fue) In den Abendstunden des 21. April 2019 stellte der Halter eines Motorrades, einer Kawasaki Z750, sein Krad in der Jaspertstraße ab. Am 22. April 2019, gegen 22.00 Uhr, musste er schließlich den Diebstahl des Krades feststellen. Die schwarze Kawasaki trägt das amtliche Kennzeichen F-TM 70. ;https://www.presseportal.de/blaulicht/pm/4970/4252376
23.04.2019 – 14:37;POL-F: 190423 - 457 Frankfurt-Fechenheim: Streit um Parkplatz endet in tätlichem Angriff;  Frankfurt (ots)  (em) Am Karfreitag (19.04.2019) endete ein Streit zweier Frauen um einen Parkplatz, für einen der beiden Ehemänner im Krankenhaus.  Gegen 20.30 Uhr wollten zwei Frauen, 40 und 42 Jahre alt, etwa zeitgleich in eine freie Parklücke in der Wächtersbacher Straße einparken. Der Ehemann der 42-jährigen Frau, 41 Jahre alt, beobachtete den Streit vom Fenster des Wohnhauses aus und eilte daraufhin nach draußen, um sich an der Diskussion zu beteiligen. Der Streit um den Parkplatz schaukelte sich hoch, so dass es zwischen den beiden Ehemännern zu einer tätlichen Auseinandersetzung kam. Als der 41-Jährige anschließend wieder ins Haus zurückging, stellte der 45-Jährige fest, dass er im Brust- sowie Halsbereich blutete.  Das Opfer wurde mit Schnitt- und Stichverletzungen stationär in ein Krankenhaus aufgenommen. Der 41-Jährige wurde festgenommen und nach der Durchführung der polizeilichen Maßnahmen in Absprache mit der Justiz wieder entlassen. Die Ermittlungen dauern an.    Rückfragen bitte an:  Polizeipräsidium Frankfurt am Main Pressestelle Adickesallee 70 60322 Frankfurt am Main Direkte Erreichbarkeit von Mo. - Fr.: 07:30 Uhr bis 17:00 Uhr Telefon: 069 / 755-82110 (CvD) Fax: 069 / 755-82009 E-Mail: pressestelle.ppffm@polizei.hessen.de Homepage Polizeipräsidium Ffm.: http://www.polizei.hessen.de/ppffm          Original-Content von: Polizeipräsidium Frankfurt am Main, übermittelt durch news aktuell Frankfurt (ots) - (ka) Letzte Woche Mittwoch (17.04.2019) war ein 51-Jähriger viel zu schnell mit seinem Audi unterwegs. Bei der anschließenden Kontrolle gab es ein Wiedersehen mit dem Polizeibeamten, der ihn bereits vor einigen Monaten anzeigte hatte, weil er ohne Fahrerlaubnis Auto gefahren ist - die Erlaubnis hatte er am Mittwoch erneut nicht. Doch zunächst der ... Frankfurt (ots) - (fue) In den Abendstunden des 21. April 2019 stellte der Halter eines Motorrades, einer Kawasaki Z750, sein Krad in der Jaspertstraße ab. Am 22. April 2019, gegen 22.00 Uhr, musste er schließlich den Diebstahl des Krades feststellen. Die schwarze Kawasaki trägt das amtliche Kennzeichen F-TM 70. ;https://www.presseportal.de/blaulicht/pm/4970/4252342
23.04.2019 – 13:42;POL-F: 190423 - 456 Bundesautobahn 66Frankfurt-Heddernheim: Unbelehrbarer Autofahrer;  Frankfurt (ots)  (ka) Letzte Woche Mittwoch (17.04.2019) war ein 51-Jähriger viel zu schnell mit seinem Audi unterwegs. Bei der anschließenden Kontrolle gab es ein Wiedersehen mit dem Polizeibeamten, der ihn bereits vor einigen Monaten anzeigte hatte, weil er ohne Fahrerlaubnis Auto gefahren ist - die Erlaubnis hatte er am Mittwoch erneut nicht.  Doch zunächst der Reihe nach: Der 51-Jährige fuhr vor einer Streife des Verkehrsdienstes mit fast 140 km/h über die A66, obwohl an dieser Stelle maximal 100 km/h erlaubt sind. Von der A66 ging es weiter auf die Rosa-Luxemburg-Straße in Richtung Norden. Auch hier fuhr der Audi-Fahrer zeitweise 40 km/h zu schnell. Die Polizeibeamten hielten den Mann schließlich, gegen 21.30 Uhr, am Nordwestzentrum an. Einer der Polizeibeamten staunte nicht schlecht. Er hatte den 51-Jährigen bereits im Oktober kontrolliert und festgestellt, dass seine Fahrerlaubnis bis 2020 entzogen wurde.  Demnach hätte er auch dieses Mal nicht am Steuer sitzen dürfen und muss sich neben der Ordnungswidrigkeit des zu schnellen Fahrens auch wegen der Straftat des Fahrens ohne Fahrerlaubnis verantworten. Die Weiterfahrt war für ihn selbstverständlich an dieser Stelle beendet.    Rückfragen bitte an:  Polizeipräsidium Frankfurt am Main Pressestelle Adickesallee 70 60322 Frankfurt am Main Direkte Erreichbarkeit von Mo. - Fr.: 07:30 Uhr bis 17:00 Uhr Telefon: 069 / 755-82110 (CvD) Fax: 069 / 755-82009 E-Mail: pressestelle.ppffm@polizei.hessen.de Homepage Polizeipräsidium Ffm.: http://www.polizei.hessen.de/ppffm          Original-Content von: Polizeipräsidium Frankfurt am Main, übermittelt durch news aktuell Frankfurt (ots) - (fue) In den Abendstunden des 21. April 2019 stellte der Halter eines Motorrades, einer Kawasaki Z750, sein Krad in der Jaspertstraße ab. Am 22. April 2019, gegen 22.00 Uhr, musste er schließlich den Diebstahl des Krades feststellen. Die schwarze Kawasaki trägt das amtliche Kennzeichen F-TM 70. ;https://www.presseportal.de/blaulicht/pm/4970/4252198
23.04.2019 – 13:10;POL-F: 190423 - 455 Frankfurt-Preungesheim: Diebstahl eines Motorrades;  Frankfurt (ots)  (fue) In den Abendstunden des 21. April 2019 stellte der Halter eines Motorrades, einer Kawasaki Z750, sein Krad in der Jaspertstraße ab. Am 22. April 2019, gegen 22.00 Uhr, musste er schließlich den Diebstahl des Krades feststellen. Die schwarze Kawasaki trägt das amtliche Kennzeichen F-TM 70.    ;https://www.presseportal.de/blaulicht/pm/4970/4252131
22.04.2019 – 13:54;POL-F: 190422 - 454 Frankfurt-Sachsenhausen: Drogen in Unterhose;"  Frankfurt (ots)  (em) In der Nacht von Karfreitag (19.04.2019) auf Samstag (20.04.2019) nahm die Frankfurter Polizei einen 21-jährigen Mann vorläufig fest, da dieser Drogen mit sich führte; in seiner Unterhose.  Gegen 02.00 Uhr nachts waren die Beamten in der Straße Kleine Rittergasse unterwegs, als sie plötzlich einen Cannabis-Geruch wahrnahmen. Die Kontrolle eines 21-Jährigen führte schließlich zum Auffinden von 12 abgepackten Portionen Haschisch. Diese hatte er in seiner Unterhose versteckt.  Die insgesamt etwa 17 Gramm der Droge wurden beschlagnahmt und der Tatverdächtige nach der Durchführung der polizeilichen Maßnahmen wieder entlassen. Die Ermittlungen dauern an.    ";https://www.presseportal.de/blaulicht/pm/4970/4251329
22.04.2019 – 13:48;POL-F: 190422 - 453 Frankfurt-Gallus: Brutale versuchte räuberische Erpressung;  Frankfurt (ots)  (em) Am Ostersonntag (21.04.2019) ging ein 18-Jähriger brutal vor, um an das Geld eines 64-Jährigen zu gelangen. Glücklicherweise war eine Polizeistreife zur Stelle und konnte den Täter festnehmen.  Gegen 09.30 Uhr betrat der 64-Jährige in der Düsseldorfer Straße den Vorraum einer Bank, um Geld abzuheben. Dort wurde er unvermittelt von einem unbekannten Mann bedroht, getreten und zu Boden geschubst. Der Täter forderte die Herausgabe von Bargeld. Als er sich kurz umdrehte, nutzte das Opfer die Unaufmerksamkeit seines Gegenübers und floh aus der Bank. Der Täter verfolgte den 64-Jährigen bis nach draußen und attackierte ihn erneut, bis er zu Boden stürzte. Daraufhin ergriff er das Opfer und schleifte es bis in die Mitte der Straße. Eine Polizeistreife vernahm die Hilfeschreie des 64-jährigen Mannes und eilte sofort herbei. Für den Tatverdächtigen klickten die Handschellen.  Die Beamten trauten ihren Augen kaum. Sie hatten kurz zuvor eine Anzeige wegen Ladendiebstahls aufgenommen, dessen der 18-Jährige verdächtigt wird.  Nach bisherigen Erkenntnissen blieb der 64-jährige Mann unverletzt. Der mutmaßliche Täter wurde in die Haftzellen des Polizeipräsidiums verbracht und wird noch heute dem Haftrichter vorgeführt. Die Ermittlungen dauern an.    ;https://www.presseportal.de/blaulicht/pm/4970/4251326
22.04.2019 – 13:30;POL-F: 190422 - 452 Frankfurt-Westend: Festnahme nach Raub;"  Frankfurt (ots)  (em) Am Karfreitag (19.04.2019) beraubten zwei Personen einen 65-jährigen Mann. Die alarmierte Polizei konnte wenig später zwei Tatverdächtige festnehmen.  Kurz vor 23.00 Uhr befand sich der 65-Jährige auf dem Westendplatz. Plötzlich wurde er von zwei Personen von hinten tätlich angegangen und zu Boden gebracht. Einer der Täter zog ihm das Portemonnaie aus der Gesäßtasche. Anschließend flohen die beiden Räuber über die Rüsterstraße in Richtung Niedenau. Die alarmierte Polizei führte sofort umfangreiche Fahndungsmaßnahmein durch; mit Erfolg. Die Beamten nahmen im Bereich der Straße Neue Niedenau, Ecke Westendstraße einen 16-Jährigen sowie eine 18-jährige Tatverdächtige fest.  Nach bisherigen Erkenntnissen wurde das Opfer nicht verletzt. Die beiden mutmaßlichen Täter wurden nach der Durchführung der polizeilichen Maßnahmen entlassen. Der Minderjährige wurde an seine Erziehungsberechtigten übergeben. Die Ermittlungen dauern an.    ";https://www.presseportal.de/blaulicht/pm/4970/4251311
22.04.2019 – 13:23;POL-F: 190422 - 451 Frankfurt-Bornheim: Volksfest-Besucher mit Drogen im Rucksack festgenommen;  Frankfurt (ots)  (em) In der Samstagnacht (20.04.2019) wurde ein 32-jähriger Mann festgenommen, da er in seinem Rucksack Drogen in nicht geringer Menge mit sich führte.  Gegen 23.10 Uhr fiel der 32-jährige Besucher des Volksfestes in Bornheim den Beamten aufgrund seines nervösen Verhaltens auf. Ihr Bauchgefühl sollte sich wenig später im Rahmen einer Kontrolle bestätigen. In dem Rucksack des Mannes fanden die Beamten kleine Beutelchen, gefüllt mit verschiedenen Drogen. Insgesamt stellten die Polizisten circa 34 Gramm Amphetamin, 18 Tabletten Ecstasy und etwa 2,8 Gramm Crystal Meth sicher. Der 32-Jährige wurde festgenommen.  Nachdem der Tatverdächtige dem Haftrichter vorgeführt wurde, befindet er sich nun in Untersuchungshaft. Die Ermittlungen dauern an.    ;https://www.presseportal.de/blaulicht/pm/4970/4251304
22.04.2019 – 13:16;POL-F: 190422 - 450 Frankfurt-Sachsenhausen: Fahrraddieb verirrt sich in Polizeirevier-Innenhof;  Frankfurt (ots)  (em) In der Nacht von Sonntag (21.04.2019) auf Montag (22.04.2019) verirrte sich ein 26-jähriger mutmaßlicher Fahrraddieb in den Innenhof des 8. Polizeireviers. Seine Fahrt war damit beendet.  Gegen 02.15 Uhr nachts fiel den Polizeibeamten ein Fahrradfahrer im Innenhof des Polizeireviers auf. Ein unbekannter Mann drehte dort auf einem Damenrad eine Runde. Als er schließlich den Hof mit dem Zweirad verlassen wollte, kontrollierten die Beamten den jungen Mann. Sie fanden circa 0,52 Gramm Marihuana sowie einen Bolzenschneider bei ihm auf und stellten beides sicher. Zudem stand der 26-Jährige offenkundig unter Drogeneinfluss. Da er keinen Eigentumsnachweis für das Damenfahrrad erbringen konnte, wurde auch dieses sichergestellt. Der Mann wollte wohl ursprünglich auf die andere Mainseite wechseln und hatte sich verfahren.  Nach der Durchführung der polizeilichen Maßnahmen wurde der 26-jährige Tatverdächtige wieder entlassen. Die Ermittlungen dauern an.    ;https://www.presseportal.de/blaulicht/pm/4970/4251302
22.04.2019 – 13:09;POL-F: 190422 - 449 Frankfurt-BAB 648: Motorradfahrer stürzt & Unfallverursacher flieht - Polizei sucht Zeugen!;  Frankfurt (ots)  (em) Am Samstagnachmittag (20.04.2019) stürzte ein 60-jähriger Mann mit seinem Motorrad auf der A648 in Fahrtrichtung Basel, nachdem ihn ein Autofahrer zuvor ausgebremst hatte. Der Unbekannte fuhr, ohne anzuhalten, mit seinem weißen Pkw weiter. Die Frankfurter Polizei sucht nun Zeugen.  Gegen 18.05 Uhr fuhr der 60-Jährige mit seinem schwarzen Motorrad der Marke BMW auf der A648 in Fahrtrichtung Basel. Kurz vor dem Autobahnkreuz Westkreuz Frankfurt zog plötzlich ein weißes Auto von der ganzen linken Fahrspur nach ganz rechts, unmittelbar vor den Motorradfahrer. Dieser bremste sofort, geriet dadurch jedoch ins Schleudern und stürzte. Der weiße Pkw wurde kurz langsamer, setzte jedoch seine Fahrt anschließend unbeirrt fort.  Der 60-Jährige wurde mit schweren Verletzungen stationär in ein Krankenhaus aufgenommen.  Die Frankfurter Polizei ermittelt nun wegen des Verdachts der Unfallflucht und bittet Zeugen, welche sachdienliche Hinweise geben können, sich unter der Telefonnummer 069/755-46400 an die Polizeiautobahnstation Frankfurt am Main zu wenden.    ;https://www.presseportal.de/blaulicht/pm/4970/4251296
