Timestamp;Headline;Hauptartikel;Link;Date;Location;Location2;Beschreibung;Place;Author
2019-07-04 15:32:00;Schwerer Verkehrsunfall; Heute Mittag (07.04.2019) kam es auf der A3 im Bereich der Anschlussstelle Offenbach zu einem schweren Verkehrsunfall. Ein 72-jähriger Autofahrer ist noch an der Unfallstelle verstorben.  Gegen 13.00 Uhr befuhr der 72-jährige Mann mit seinem Mini die A3 in Fahrtrichtung Würzburg. Schließlich fuhr er an der Anschlussstelle Offenbach ab. Im Kurvenbereich geriet er in den Gegenverkehr und prallte dort frontal mit einem Toyota Yaris zusammen.  Der 72-jährige Mann verstarb noch an der Unfallstelle. Die beiden Insassen des Toyota Yaris wurden sofort in ein Krankenhaus verbracht. Nach bisherigen Erkenntnissen sollen die beiden Personen leicht verletzt sein.  Die Ermittlungen bezüglich des konkreten Unfallhergangs dauern an.    ;https://www.presseportal.de/blaulicht/pm/4970/4239128;2019-04-07 00:00:00;BAB;;Frankfurt (ots)  (em);Frankfurt;em
2019-07-04 14:28:00;KART beendet illegales Autorennen;" In der vergangenen Nacht (06.-07.04.2019) hat die Kontrolleinheit Autoposer, Raser und Tuner, kurz: KART, ein illegales Autorennen zwischen einem 18-Jährigen und einer 20-Jährigen beobachten können. Dem strafbaren und gefährlichen Handeln setzten die Polizisten ein Ende.  Gegen 01.00 Uhr fielen den Beamten in der Hanauer Landstraße auf der Höhe der Honsellstraße an einer Ampel zwei nebeneinanderstehende schwarze Mercedes auf. Die Insassen unterhielten sich bei geöffneten Seitenscheiben. Sobald die Ampel grün wurde, gaben die beiden Gas. Sie überholten andere Fahrzeuge und wichen dabei zum Teil auf die Straßenbahnschienen aus. Auf der Höhe der Schwedler Straße beschleunigten der Mercedes C 220 CDI sowie der Mercedes E 350 CDI auf etwa 90 km/h; bei erlaubten 50 km/h. Doch damit nicht genug: Am Ratswegkreisel standen beide wieder nebeneinander an der Ampel. Sobald diese auf grün wechselte, gaben sie wieder Vollgas. Sie rasten mit etwa 125 km/h, und damit 75 km/h zu schnell, in Richtung Fechenheim.  Auf der Höhe der Daimlerstraße setzten die Beamten von KART dem gefährlichen Treiben ein Ende.  Am Steuer saßen eine 20-jährige Frau sowie ein 18-Jähriger. Die Polizisten stellten sowohl die Führerscheine, als auch die Fahrzeuge sicher.  Die Ermittlungen wegen des Verdachts des illegalen Autorennens dauern an.    ";https://www.presseportal.de/blaulicht/pm/4970/4239083;2019-04-07 00:00:00;Ostend;;Frankfurt (ots)  (em);Frankfurt;em
2019-07-04 13:29:00;Räuber auf frischer Tat ertappt; Gestern (06.04.2019) hat die Frankfurter Polizei in den frühen Morgenstunden einen Räuber auf frischer Tat ertappt und festgenommen.  Gegen 04.30 Uhr fiel Zivilbeamten in der Julius-Brecht-Straße ein junger Mann aufgrund seines auffälligen Verhaltens auf. Kurz darauf konnten sie beobachten, wie er einen 57-jährigen Mann, welcher dabei war sich in sein Auto zu setzen, mit einem Messer bedrohte, ihn beraubte und anschließend die Flucht ergriff. Die Beamten nahmen sofort die Verfolgung auf und konnten den 19-jährigen maskierten Mann wenige Meter weiter festnehmen.  Bei dem mutmaßlichen Täter fanden die Beamten ein Messer, eine Machete sowie das Raubgut, wenige Euro Bargeld, auf. Die Gegenstände wurden sichergestellt.  Der 19-Jährige wurde in die Haftzellen des Polizeipräsidiums Frankfurt am Main verbracht und anschließend dem Haftrichter vorgeführt. Möglicherweise ist der Tatverdächtige für weitere Raubstraftaten im Bereich des Frankfurter Bergs verantwortlich. Die Ermittlungen dauern an.    ;https://www.presseportal.de/blaulicht/pm/4970/4239053;2019-04-07 00:00:00;er;Berg;Frankfurt (ots)  (em);Frankfurt;em
2019-07-04 13:25:00;Schwerer Verkehrsunfall; Am Freitagabend (05.04.2019) kam es im Bereich des Autobahnkreuzes Bad Homburg zu einem schweren Verkehrsunfall. Dabei wurden zwei Personen schwer verletzt.  Gegen 22.55 Uhr fuhr eine 32-jährige Frau mit ihrem Mercedes C180 am Bad Homburger Kreuz auf die Verbindungsfahrbahn zwischen der A5, aus Fahrtrichtung Kassel kommend, in Richtung Oberursel auf die A661. In einer dort befindlichen Kurve kam sie von der Fahrbahn ab und geriet so in den Gegenverkehr. Dort kollidierte sie mit einem Mercedes GLC, welcher in entgegengesetzte Fahrtrichtung unterwegs war. Am Steuer saß ein 58-jähriger Mann. Die 32-Jährige wurde durch den Zusammenstoß in ihrem Auto eingeklemmt. Die Feuerwehr konnte sie daraus befreien.  Die 32-jährige Mercedes-Fahrerin sowie die 52-jährige Beifahrerin des 58-Jährigen wurden mit schweren Verletzungen stationär in ein Krankenhaus aufgenommen. Der 58-Jährige blieb unverletzt. So auch ein Hund, welcher durch die Einsatzkräfte in dem Fahrzeug der 32-Jährigen gefunden wurde.  Die Höhe des finanziellen Schadens dürfte sich nach bisherigen Erkenntnissen auf mehrere zehntausend Euro belaufen.  Die Verbindungsfahrbahn musste aufgrund von Bergungsarbeiten in beide Fahrtrichtungen gesperrt und konnte gegen 01.00 Uhr nachts wieder freigegeben werden.  Die Ermittlungen bezüglich des konkreten Unfallhergangs dauern an.    ;https://www.presseportal.de/blaulicht/pm/4970/4239039;2019-04-07 00:00:00;BAB;;Frankfurt (ots)  (em);Frankfurt;em
2019-07-04 13:24:00;Verkehrsunfall zwischen U-Bahn und Pkw; Am Freitagvormittag (05.04.2019) musste ein U-Bahn-Fahrer aufgrund eines auf den Schienen befindlichen Fahrzeuges eine Notbremsung einleiten. Eine Kollision zwischen Bahn und Pkw konnte trotz der schnellen Reaktion nicht verhindert werden.  Gegen 08.50 Uhr war eine 62-jährige Frau mit ihrem Opel Astra in der Olof-Palme-Straße unterwegs. Auf der Höhe der Hausnummer 37 wollte sie den dortigen Bahnübergang mit ihrem Pkw überqueren. Zeitgleich befand sich eine U-Bahn in Fahrtrichtung Innenstadt in der Anfahrt. Der 59-jährige U-Bahn-Fahrer reagierte sofort und leitete eine Notbremsung ein. Dennoch konnte ein Zusammenstoß zwischen der Bahn und dem Auto nicht mehr verhindert werden.  Glücklicherweise blieben der 59-Jährige sowie die 62-Jährige unverletzt. Die Höhe des finanziellen Schadens ist Bestandteil der noch andauernden Ermittlungen.  Die U-Bahn-Strecke in Fahrrichtung Innenstadt musste für etwa 20 Minuten gesperrt werden.  Zeugen und/oder mögliche verletzte Fahrgäste aus der U-Bahn werden darum gebeten sich unter der Telefonnummer 069/755-11400 an das 14. Polizeirevier zu wenden. Die Ermittlungen dauern an.    ;https://www.presseportal.de/blaulicht/pm/4970/4239031;2019-04-07 00:00:00;Niederursel;;Frankfurt (ots)  (em);Frankfurt;em
2019-07-04 13:23:00;Reifen aufgeschlitzt - Polizei sucht Zeugen; In der Nacht von Freitag (05.04.2019) auf Samstag (07.04.2019) wurden in der Nähe des Oppenheimer Platzes bei einer Vielzahl von Fahrzeugen die Reifen aufgeschlitzt. Die Polizei sucht nun Zeugen.  In dem Zeitraum von 23.30 Uhr bis 07.30 Uhr hat der Täter bzw. haben die Täter sich an den Reifen mehrerer Fahrzeuge zu schaffen gemacht. In der Laubestraße, Danneckerstraße, Souchaystraße, Stegstraße, Oppenheimer Landstraße und Bodenstedtstraße wurden bei insgesamt 19 Fahrzeugen die Reifen beschädigt. Betroffen sind Pkw der Marke Fiat, VW, Mercedes, Audi, Mazda, Citroen, Opel, Porsche und Kia.  Der finanzielle Schaden dürfte sich nach ersten Erkenntnissen auf mehrere tausend Euro belaufen.  Zeugen werden darum gebeten sich unter der Telefonnummer 069/755-10800 beim 8. Polizeirevier zu melden. Die Ermittlungen dauern an.    ;https://www.presseportal.de/blaulicht/pm/4970/4239026;2019-04-07 00:00:00;Sachsenhausen;;Frankfurt (ots)  (em);Frankfurt;em
2019-05-04 14:21:00;Aggressiver Ladendieb; Gestern, am späten Abend, schlug ein Dieb den Mitarbeiter einer Tankstelle in der Eckenheimer Landstraße und leistete anschließend Widerstand gegen die alarmierten Polizeibeamten.  Der 45-Jährige klaute, gegen 22.00 Uhr, in der Tankstelle eine Flasche Apfelwein. Als der 51-jährige Mitarbeiter ihn auf den Diebstahl ansprach, gab er die Flasche zurück. Statt anschließend zu gehen, folgte er dem Mitarbeiter, beleidigte diesen und schlug ihm mit der Faust ins Gesicht. Der 51-Jährige trug glücklicherweise lediglich leichte Verletzungen davon. Der 45-Jährige verließ daraufhin die Tankstelle und der Angestellte rief die Polizei.  Die Polizeibeamten stellten den Mann und nahmen ihn fest. Dabei wehrte er sich enorm. Letztendlich gelang es den Beamten, unter starkem Widerstand, ihm auf dem Boden die Handfesseln anzulegen. Dabei zog er sich leichte Schürfwunden zu. Bei der anschließenden Durchsuchung stellten die Polizisten fest, dass der 45-Jährige ein 9 cm langes Küchenmesser in seiner Socke und ein Pfefferspray in seiner rechten Hosentasche versteckt hatte.  Der erheblich alkoholisierte Mann wurde nach Beendigung der polizeilichen Maßnahmen wieder auf freien Fuß gesetzt. Die Beamten trugen durch die Widerstandshandlungen glücklicherweise keine Verletzungen davon.    ;https://www.presseportal.de/blaulicht/pm/4970/4238231;2019-04-05 00:00:00;Nordend;;Frankfurt (ots)  (ka);Frankfurt;ka
2019-05-04 14:03:00;Unfälle mit verletzten Radfahrern; Gestern Nachmittag kam es im Stadtgebiet zu zwei Unfällen zwischen Autos und Radfahrern, welche durch die Zusammenstöße leichte Verletzungen davontrugen.  Der erste Unfall ereignete sich gegen 14.30 Uhr auf der Mainzer Landstraße. Der 51-jährige Opel-Fahrer wollte nach rechts in eine Grundstückseinfahrt abbiegen, während der 72-jährige Fahrradfahrer auf dem Radweg unterwegs war und es kam zum Zusammenstoß.  Ähnlich lief der Unfall gegen 15.30 Uhr auf der Hanauer Landstraße ab. Der 70-jährige Mercedes-Fahrer bog von einem Firmenparkplatz nach links auf die Hanauer Landstraße ab und der 37-jährige Radfahrer befand sich zu diesem Zeitpunkt auf dem Radweg zwischen dem Parkplatz und der Fahrbahn. Der Radfahrer stürzte bei dem Zusammenstoß.  Glücklicherweise trugen beide Radfahrer lediglich leichte Verletzungen davon. Die genauen Unfallursachen sind in beiden Fällen Gegenstand der laufenden Ermittlungen.    ;https://www.presseportal.de/blaulicht/pm/4970/4238199;2019-04-05 00:00:00;Gallus;Fechenheim;Frankfurt (ots)  (ka);Frankfurt;ka
2019-05-04 13:58:00;Einbrecher auf frischer Tat ertappt; Unmittelbar nach dem Einbruch, nahmen Polizisten gestern Mittag in der Straße Große Seestraße den 54-jährigen Tatverdächtigen fest und gaben dem dankbaren Besitzer das Diebesgut zurück.  Den Zivilpolizisten fiel der Mann auf, da er sich sehr verdächtig umsah, bevor er Richtung Hauseingang des Mehrfamilienhauses ging. Als er kurze Zeit später, gegen 13.00 Uhr, zurückkam, hatte er eine volle Tasche in der Hand. Die Beamten eilten zu der Rückseite des Hauses und fanden in der dortigen Erdgeschosswohnung ein aufgehebeltes Fenster vor. Daraufhin nahmen sie den 54-Jährigen, noch in der Nähe des Tatortes, fest. In seiner Tasche hatte der vermeintliche Einbrecher einen Laptop, zwei Smartphones, eine Haarschneidemaschine und ein Parfum. Die Gegenstände gaben die Polizisten dem überglücklichen Besitzer zurück.  Der wohnsitzlose 54-Jährige wurde in die Haftzellen des Polizeipräsidiums Frankfurt am Main eingeliefert und wird heute dem Haftrichter vorgeführt.    ;https://www.presseportal.de/blaulicht/pm/4970/4238188;2019-04-05 00:00:00;Bockenheim;;Frankfurt (ots)  (ka);Frankfurt;ka
2019-04-04 16:59:00;Speedmarathon - Ein Fazit; Das Fahren mit überhöhter Geschwindigkeit ist nach wie vor eine der Hauptunfallursachen. Aus diesem Grund hat die Hessische Polizei gestern landesweit Geschwindigkeitskontrollen durchgeführt.  In Frankfurt wurden insgesamt 1.332 Geschwindigkeitsübertretungen festgestellt. Hierzu haben die Frankfurter Polizei und die Stadt Frankfurt am Main im gesamten Stadtgebiet zahlreiche Messstellen aufgebaut. Zudem haben Polizeibeamte an Kontrollstellen zu schnell fahrende Personen aus dem Verkehr gezogen. Die Geschwindigkeitsübertretungen haben nun insgesamt 1.240 Verwarngelder sowie in 92 Fällen Bußgelder zur Folge. Vier Personen wird in naher Zukunft ein Fahrverbot ereilen.  Spitzenreiter war ein kroatischer Autofahrer, welcher auf der Bundesstraße Babenhäuser Landstraße in Richtung Darmstädter Landstraße statt der erlaubten 100 km/h insgesamt 163 km/h schnell gefahren ist. Da der Fahrer über keinen Wohnsitz in Deutschland verfügt, wurde eine Sicherheitsleistung in Höhe von 510 Euro erhoben.  In Frankfurt waren insgesamt 6,4 % aller gestern gemessenen Fahrzeuge zu schnell unterwegs. Dies liegt über dem hessenweiten Wert, welcher bei 3,92 % liegt. Die Frankfurter Polizei wird auch weiterhin umfangreiche Maßnahmen durchführen, um die Sicherheit im Frankfurter Straßenverkehr zu erhöhen.    ;https://www.presseportal.de/blaulicht/pm/4970/4237385;2019-04-04 00:00:00;;;Frankfurt (ots)  (em);Frankfurt;em
2019-04-04 16:18:00;Weitere Vorfälle der Nötigung - Bezug zu Meldungen Nr. ,  und ; Wie den Medien bereits bekannt ist, kam es in den vergangenen  Wochen in insgesamt sechs Fällen zur (versuchten) Nötigung, sexuellen Belästigung bzw. sexuellen Nötigung sowie exhibitionistischen  Handlung. Nun wurden zwei weitere Fälle der Nötigung bekannt, welche  mit hoher Wahrscheinlichkeit mit den anderen sechs Taten in  Zusammenhang stehen. Die Frankfurter Polizei führt umfangreiche  Ermittlungen durch.  In der Nacht von Montag (01.04.2019) auf Dienstag (02.04.2019) wurde  eine 27-jährige Frau Opfer einer Nötigung. Als sie sich gegen 01.20  Uhr an der Straßenecke Hamburger Allee/Varrentrappstraße befand,  sprang ein unbekannter Mann sie unvermittelt von hinten an und hielt  ihr anschließend die Augen zu. Dabei versuchte er sie nach unten zu  drücken. Die 27-Jährige wehrte sich, woraufhin der Täter die Flucht  ergriff.  Gestern (03.04.2019) war eine 22-jährige Frau gegen 22.40 Uhr zu Fuß  in der Bleichstraße unterwegs, als sich ihr ein Mann von hinten  näherte und ihr plötzlich den Mund zuhielt. Die 22-Jährige schrie  sofort, so dass der Täter von ihr abließ und in Richtung Friedberger  Landstraße floh. Die Kriminalpolizei ermittelt wegen des Verdachts  der Nötigung.  Der Täter soll auch in diesen beiden Fällen etwa 170 bis 180 cm groß  sowie dunkel bekleidet gewesen sein. Er soll in beiden Fällen einen  Kapuzenpullover getragen haben. In einem Fall soll er die Kapuze  aufgesetzt gehabt haben.  Die Frankfurter Kriminalpolizei sieht unter anderem aufgrund des  Modus Operandi sowie der Täterbeschreibung einen möglichen  Zusammenhang zwischen den bisher acht zur Anzeige gebrachten Fälle.  Zeugen, welche Hinweise zu den Vorfällen und/oder dem Täter geben  können, werden darum gebeten, sich unter der Telefonnummer  069/755-51399 an die Frankfurter Kriminalpolizei oder an jede andere  Polizeidienststelle zu wenden.    ;https://www.presseportal.de/blaulicht/pm/4970/4237356;2019-04-04 00:00:00;Bockenheim;Innenstadt;Frankfurt (ots)  (em);Frankfurt;em
2019-04-04 15:19:00;Geschwindigkeitsmessungen; Auch in der kommenden Woche werden im Frankfurter Stadtgebiet Geschwindigkeitsmessungen durchgeführt. Die Messgeräte stehen im Bereich folgender Örtlichkeiten:  08. April 2019 Autobahnkreuz Frankfurt BAB 3/BAB 5, Hugo-Eckener-Ring, Bundesstraße 43 Anschlussstelle BAB 3, Ludwig-Landmann-Straße, Bundesautobahn 66 Krifteler Dreieck, Hanauer Landstraße  09. April 2019 Bundesautobahn 66 Richtung Autobahnkreuz Frankfurt-Nordwest, Mörfelder Landstraße, Bundesautobahn 661 Richtung Autobahnkreuz Offenbach und Bad Homburg, Mainzer Landstraße  10. April 2019 Mörfelder Landstraße, Bundesautobahn 66 Krifteler Dreieck, Mainzer Landstraße, Bundesautobahn 661 Richtung Autobahnkreuz Offenbach, Ludwig-Landmann-Straße, Bundesautobahn 66 Richtung Autobahnkreuz Frankfurt-Nordwest  11. April 2019 Bundesautobahn 66 Krifteler Dreieck, Hugo-Eckener-Ring, Autobahnkreuz Frankfurt BAB 3/BAB 5, Ludwig-Landmann-Straße, Bundesstraße B 43 Anschlussstelle BAB 3, Hanauer Landstraße  12. April 2019 Bundesautobahn 66 Richtung Autobahnkreuz Frankfurt-Nordwest, Mörfelder Landstraße, Bundesautobahn 66 Krifteler Dreieck, Mainzer Landstraße, Bundesautobahn 661 Richtung Autobahnkreuz Offenbach, Ludwig-Landmann-Straße  Die Geschwindigkeitsmessungen werden fortgesetzt.    ;https://www.presseportal.de/blaulicht/pm/4970/4237258;2019-04-04 00:00:00;Stadtgebiet;;Frankfurt (ots)  (fue);Frankfurt;fue
2019-04-04 13:53:00;Raschelndes Gebüsch;" In der Nacht von Dienstag (02.04.2019) auf Mittwoch (03.04.2019) hat die Frankfurter Polizei drei mutmaßliche Einbrecher festgenommen.  Kurz nach Mitternacht fielen einem 37-jährigen Mann in der Ferdinand-Happ-Straße drei Männer auf, welche sich auffällig umsahen. Kurz darauf konnte er Aufbruchsgeräusche wahrnehmen. Sofort wählte er die 110. Die kurz darauf eintreffende Polizei konnte dort in der Straße zwei Männer antreffen und nahm diese fest. Während der Festnahme vernahmen die Beamten ein Rascheln. Als sie im Gebüsch nachsahen, fanden sie den dritten im Bunde; sowie unter anderem mehrere Handschuhe, Hebelwerkzeug und ein Rucksack.  Die drei Tatverdächtigen, 29, 31 und 37 Jahre alt, wurden mitsamt den sichergestellten Gegenständen auf das Revier verbracht. Ermittlungen ergaben, dass der 31-Jährige gegen das Aufenthaltsgesetz verstoßen hat, da er nicht befugt ist in das Schengengebiet einzureisen.  Nach bisherigen Ermittlungen haben die drei Männer in eine naheliegende Firma in der Hanauer Landstraße eingebrochen und sind ohne Diebesgut wieder geflohen.  Die drei mutmaßlichen Täter mussten nach der Durchführung der polizeilichen Maßnahmen wieder entlassen werden. Die Ermittlungen dauern an.    ";https://www.presseportal.de/blaulicht/pm/4970/4237102;2019-04-04 00:00:00;Ostend;;Frankfurt (ots)  (em);Frankfurt;em
2019-04-04 13:46:00;Trickdiebe entwenden Schmuck; Gestern Nachmittag (03.04.2019) haben zwei vermeintliche Vertreter eines Wasserwerkes einer 92-jährigen Frau Schmuck gestohlen.  Gegen 14.00 Uhr klingelte es bei der 92-jährigen Dame an der Tür. Zwei Männer standen vor ihrer Tür und gaben an, das Wasser überprüfen zu müssen. Sie seien Vertreter eines Wasserwerkes und müssten testen, ob das Wasser verunreinigt sei. Einer der Männer bat die 92-Jährige darum, alle Wasserhähne in der Wohnung aufzudrehen. Dieser Bitte kam sie hilfsbereit nach. Derweil entwendeten die Täter in der Wohnung Schmuck im Wert von mehreren tausend Euro. Unter einem Vorwand verabschiedeten sie sich und ergriffen sodann die Flucht. Die 92-Jährige bemerkte erst später das Fehlen der Wertgegenstände und alarmierte daraufhin die Polizei.  Die Ermittlungen der Frankfurter Kriminalpolizei dauern an.    ;https://www.presseportal.de/blaulicht/pm/4970/4237095;2019-04-04 00:00:00;Dornbusch;;Frankfurt (ots)  (em);Frankfurt;em
2019-04-04 13:13:00;Einbrecher festgenommen; Gestern Vormittag schnappten Polizisten einen 34-Jährigen, der zuvor in eine Wohnung in der Schneidhainer Straße eingebrochen ist.  Nachbarn meldeten der Polizei, gegen 09.50 Uhr, dass ein Einbrecher über ein Vordach in eine Wohnung im ersten Obergeschoss eingestiegen sei. Die Fensterscheibe habe er zuvor eingeschlagen. Die Beamten eilten zu besagter Wohnung und nahmen den Mann in der Nähe des Mehrfamilienhauses fest. Bei dem 34-Jährigen fanden sie Handschuhe und einen Nothammer. Die Tasche mit dem Diebesgut (Uhren, Parfüm und leere Geldbörsen) hatte der Einbrecher zuvor weggeworfen. Die Polizeibeamten fanden diese im Gebüsch nahe des Hauses.  Der Tatverdächtige wurde nach Abschluss der polizeilichen Maßnahmen wieder auf freien Fuß gesetzt.    ;https://www.presseportal.de/blaulicht/pm/4970/4237027;2019-04-04 00:00:00;Gallus;;Frankfurt (ots)  (ka);Frankfurt;ka
2019-04-04 13:11:00;Präventionsstand des Polizeipräsidiums Frankfurt am Main und des Präventionsrates der Stadt Frankfurt mit Fahrradcodierung;" Unter dem Motto ""Sicher unterwegs sein - auch im Frühling"" sind der Präventionsrat der Stadt Frankfurt und das Polizeipräsidium Frankfurt am Main mit Unterstützung des freiwilligen Polizeidienstes  am Samstag, den 06.04.2018, von 10.00 Uhr - 13.00 Uhr,  in der Kaiserstraße 62-64, gegenüber der neu eröffneten Kaiserpassage,  mit einem Präventionsstand vertreten. Sie können sich dort rund um die Themen ""Fahrrad"", ""Wie schütze ich mich vor Taschen- und Trickdiebstahl?"" und das vom Präventionsrat angebotene Seminar zur Stärkung der Zivilcourage ""Gewalt - Sehen - Helfen"" informieren und beraten lassen.  Sollten Sie den Schutzmann vor Ort, Björn Driebold, noch nicht kennen, dann nutzen Sie die Gelegenheit am Dienstag mit ihm ins Gespräch zu kommen.  Weiterhin haben Sie die Möglichkeit, ihr Fahrrad kostenlos codieren zu lassen.  Eine Codierung ist neben mechanischen und elektronischen Sicherungen ein gutes Mittel, das eigene Fahrrad vor Diebstahl zu schützen. Mit einem Spezialgerät wird eine persönliche Identifikationsnummer sichtbar in den Rahmen eingraviert. Dieser Code gibt Hinweise auf den rechtmäßigen Eigentümer und macht es Dieben erheblich schwerer, das Diebesgut weiter zu veräußern.  Beachten Sie bitte folgende Hinweise:  Wir freuen uns auf Ihren Besuch und viele interessante Gespräche.    ";https://www.presseportal.de/blaulicht/pm/4970/4237023;2019-04-04 00:00:00;Bahnhofsviertel;;Frankfurt (ots)  (ka);Frankfurt;ka
2019-04-04 13:05:00;Gartenhütte entzündet; Am Mittwoch, den 3. April 2019, gegen 18.30 Uhr, kam es zum Brand einer Gartenhütte am Rebstöcker Weg.  Wie später festgestellt wurde, hatten Unbekannte die Hütte zuvor aufgebrochen. Danach dürften die Täter, möglicherweise zur Spurenbeseitigung, die Hütte entzündet haben. In der Hütte befanden sich noch mehrere Gaskartuschen und eine Gasflasche, die aber von der Feuerwehr noch rechtzeitig geborgen werden konnte. Ob etwas aus der Gartenhütte entwendet wurde, lässt sich zum jetzigen Zeitpunkt nicht sagen.  In der Nachbarschaft der niedergebrannten Hütte wurde noch eine weitere Gartenhütte aufgebrochen. Ob dies in Zusammenhang steht ist Gegenstand der noch andauernden polizeilichen Untersuchungen.    ;https://www.presseportal.de/blaulicht/pm/4970/4237008;2019-04-04 00:00:00;Rödelheim;;Frankfurt (ots)  (fue);Frankfurt;fue
2019-03-04 17:33:00;Europaweiter TISPOL Speedmarathon Licht und Schatten zur Halbzeit;" 22.00 Uhr rund 700 Polizistinnen und Polizisten sowie Mitarbeiter teilnehmender Kommunen an mehr als 260 Messstellen zum Einsatz. Sämtliche Messstellen wurden zuvor von der Polizei bekannt gegeben.  Zur Halbzeit, nach den ersten acht Stunden Speedmarathon, liegen erste Meldungen von den Blitzstellen vor. Die Ergebnisse der Messungen reichen von wenigen unbedeutenden Verstößen bis hin zu deutlichen Geschwindigkeitsüberschreitungen. Auch an diesem Speedmarathon hatte sich das Gros der Verkehrsteilnehmer offensichtlich gut über die Messstellen in Hessen informiert. Meist hielten sie sich an die geforderten Höchstgeschwindigkeiten und wenn sie das erlaubte Limit überschritten, dann nur in geringem Maße.  Allerdings fuhren auch einige Raser durch die Messtechnik: Auf der A 480 in Mittelhessen, von Gießen kommend zur A 5 in Richtung Kassel, besteht ein Tempo-Limit von 80 km/h. Hier gingen den Mitarbeitern der Polizeiautobahnstation Mittelhessen mehrere Temposünder ins Netz, die anschließend zu einer Kontrolle auf die Tank- und Rastanlage Reinhardshain gelotst wurden. Der Fahrer eines Pkw beschleunigte auf 148 km/h - 68 ""Sachen"" schneller als erlaubt. Auf ihn kommen 440 Euro Bußgeld, zwei Punkte in Flensburg sowie ein zweimonatiges Fahrverbot zu. Auch ein polnischer Autofahrer musste an der Rastanlage einen Stopp einlegen: Er wurde mit 129 km/h bei erlaubten 80 geblitzt. Da er keinen festen Wohnsitz in Deutschland hat, fällt er nicht unter die Punkte- und Fahrverbotsregelung. Er musste eine Sicherheitsleistung in Höhe von 250 Euro hinterlegen.  Die Rückmeldungen der Kolleginnen und Kollegen von den Messstellen reichte von ""ganz normaler Wahnsinn!"" bis zu ""deutlich weniger Überschreitungen als üblich"".  Die hessische Gesamtstatistik des Speedmarathons liegt frühestens am morgigen Mittag vor.    ";https://www.presseportal.de/blaulicht/pm/4970/4236288;2019-04-03 00:00:00;;;Frankfurt (ots)  Hessen: Seit heute Morgen 06.00 Uhr läuft der europaweite TISPOL Speedmarathon. Die hessische Polizei und Kommunen beteiligen sich von 06.00 Uhr bis 22.00 Uhr an dem Verkehrspräventionstag. Insgesamt kommen bis heute Abend (03.04.2019);Frankfurt;03.04.2019
2019-03-04 14:53:00;Weitere Fälle von sexueller Belästigung - Kriminalpolizei sucht Zeugen!;" Wie den Medien bereits bekannt ist, hat ein unbekannter Täter am Donnerstag, den 07. März 2019, im Bereich der Friedberger Anlage sowie der Friedberger Landstraße insgesamt zwei Frauen sexuell belästigt. Am Freitag, den 15. März 2019 kam es im Dietrich-Bonhoeffer-Weg zu einer versuchten Nötigung einer 16-jährigen Frau.  Nun wurden drei weitere Fälle bekannt, welche mutmaßlich mit diesen drei Vorfällen in Zusammenhang stehen. Die Frankfurter Polizei ermittelt mit Hochdruck und bittet mögliche Zeugen eindringlich darum, sich zu melden!  Am Donnerstag, den 28. März 2019 war eine 22-jährige Frau gegen 21.40 Uhr in der Straße Eiserne Hand zu Fuß unterwegs. Plötzlich umklammerte sie jemand von hinten und hielt ihr den Mund zu. Kurz darauf ließ der Unbekannte sie los und spazierte weiter in Richtung Friedberger Platz. Die Kriminalpolizei ermittelt in diesem Fall wegen des Verdachts der Nötigung.  Am Montag, den 01. April 2019 wurde eine 32-jährige Frau von einem Unbekannten sexuell belästigt. Die 32-Jährige stieg an der Friedberger Warte aus der Straßenbahn aus. Als sie anschließend über die Straße Am Wasserpark in die Bernhard-Becker-Straße einbiegen wollte, näherte sich ihr plötzlich eine Person von hinten. Der Unbekannte hielt ihr den Mund zu und berührte sie unsittlich. Die 32-Jährige drehte sich um und schlug dem Täter mit der Faust ins Gesicht. Daraufhin ergriff dieser über die Straße ""Am Wasserpark"" die Flucht in Richtung Dortelweiler Straße.  Einen Tag darauf, am Dienstag, den 02. April 2019, war eine 26-jährige Frau zu Fuß im Nordend unterwegs. In der Straße Im Prüfling bemerkte sie einen unbekannten Mann hinter sich. Als sie sich umdrehte, sah sie, dass dieser onanierte. Daraufhin ergriff sie sofort die Flucht; so auch der Täter. Die Kriminalpolizei ermittelt wegen des Verdachts der exhibitionistischen Handlung.  Der Täter soll etwa 170 bis 180 cm groß sein und in der Regel dunkel bekleidet sowie häufig mit einem Kapuzenpullover bzw. einer Kapuzenjacke unterwegs gewesen sein. Die Kapuze soll er jeweils ins Gesicht gezogen haben.  Die Kriminalpolizei sieht unter anderem aufgrund des Modus Operandi, der Täterbeschreibung sowie der örtlichen Nähe der Tatorte einen möglichen Zusammenhang zwischen den insgesamt sechs bekannten Taten.  Zeugen, welche Hinweise zu den Vorfällen und/oder dem Täter geben können, werden darum gebeten sich unter der Telefonnummer 069/755-51399 an die Frankfurter Kriminalpolizei oder an jede andere Polizeidienststelle zu wenden.    ";https://www.presseportal.de/blaulicht/pm/4970/4236091;2019-04-03 00:00:00;Bornheim;Nordend;Frankfurt (ots)  (em);Frankfurt;em
