Address;AddressFM;location;point;Lat;Long
Dunantring;Frankfurt am Main Dunantring;Dunantring, Sossenheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65936, Deutschland;50.1177651, 8.555881, 0.0;50.1177651; 8.555881
Dunckerstraße;Frankfurt am Main Dunckerstraße;Dunckerstraße, Riederwald, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60386, Deutschland;50.1285825, 8.7319051, 0.0;50.1285825; 8.7319051
Ebereschenweg;Frankfurt am Main Ebereschenweg;Ebereschenweg, Frankfurter Berg, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60433, Deutschland;50.1675507, 8.6678167, 0.0;50.1675507; 8.6678167
Eberhardstraße;Frankfurt am Main Eberhardstraße;Eberhardstraße, Bornheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60385, Deutschland;50.1268778, 8.7116343, 0.0;50.1268778; 8.7116343
Ebersheimstraße;Frankfurt am Main Ebersheimstraße;Ebersheimstraße, Dornbusch, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60320, Deutschland;50.1396544, 8.6767626, 0.0;50.1396544; 8.6767626
Eberstadtstraße;Frankfurt am Main Eberstadtstraße;Eberstadtstraße, Praunheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60488, Deutschland;50.1454382, 8.6123931, 0.0;50.1454382; 8.6123931
Echzeller Straße;Frankfurt am Main Echzeller Straße;Echzeller Straße, Bergen-Enkheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60388, Deutschland;50.1581083, 8.7530912, 0.0;50.1581083; 8.7530912
Eckenheimer Landstraße;Frankfurt am Main Eckenheimer Landstraße;Eckenheimer Landstraße, Eckenheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60435, Deutschland;50.1435974, 8.6831501, 0.0;50.1435974; 8.6831501
Eckenheimer Schulstraße;Frankfurt am Main Eckenheimer Schulstraße;Eckenheimer Schulstraße, Eckenheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60435, Deutschland;50.1505707, 8.6820247, 0.0;50.1505707; 8.6820247
Eckernförder Straße;Frankfurt am Main Eckernförder Straße;Eckernförder Straße, Eckenheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60435, Deutschland;50.1418285, 8.6792916, 0.0;50.1418285; 8.6792916
Eckstraße;Frankfurt am Main Eckstraße;Eckstraße, Harheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60437, Deutschland;50.1791007, 8.6935469, 0.0;50.1791007; 8.6935469
Edenkobener Straße;Frankfurt am Main Edenkobener Straße;Edenkobener Straße, Sindlingen, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65931, Deutschland;50.0886971, 8.507768, 0.0;50.0886971; 8.507768
Ederstraße;Frankfurt am Main Ederstraße;Ederstraße, Bockenheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60486, Deutschland;50.1208102, 8.6399213, 0.0;50.1208102; 8.6399213
Edingerweg;Frankfurt am Main Edingerweg;Edingerweg, Westend Nord, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60320, Deutschland;50.1352548, 8.6691289, 0.0;50.1352548; 8.6691289
Edisonstraße;Frankfurt am Main Edisonstraße;Edisonstraße, Bergen-Enkheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60388, Deutschland;50.1428645, 8.7437388, 0.0;50.1428645; 8.7437388
Edith-Stein-Weg;Frankfurt am Main Edith-Stein-Weg;Edith-Stein-Weg, Riedberg, Kalbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60438, Deutschland;50.1796419, 8.6243059, 0.0;50.1796419; 8.6243059
Edmund-Rumpler-Straße;Frankfurt am Main Edmund-Rumpler-Straße;Edmund-Rumpler-Straße, Gateway Gardens, Flughafen, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60549, Deutschland;50.0559969, 8.5881979, 0.0;50.0559969; 8.5881979
Eduard-Bernstein-Weg;Frankfurt am Main Eduard-Bernstein-Weg;Eduard-Bernstein-Weg, Hammarskjöldring, Niederursel, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60439, Deutschland;50.1638025, 8.62142, 0.0;50.1638025; 8.62142
Eduard-Rüppell-Straße;Frankfurt am Main Eduard-Rüppell-Straße;Eduard-Rüppell-Straße, Dornbusch, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60320, Deutschland;50.1370905, 8.6726064, 0.0;50.1370905; 8.6726064
Egelsbacher Straße;Frankfurt am Main Egelsbacher Straße;Egelsbacher Straße, Niederrad, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60528, Deutschland;50.0858783, 8.6480372, 0.0;50.0858783; 8.6480372
Egenolffstraße;Frankfurt am Main Egenolffstraße;Egenolffstraße, Nordend Ost, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60316, Deutschland;50.1262037, 8.6920601, 0.0;50.1262037; 8.6920601
Egerländer Straße;Frankfurt am Main Egerländer Straße;Egerländer Straße, Nieder-Erlenbach, Harheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60437, Deutschland;50.2010849, 8.7068865, 0.0;50.2010849; 8.7068865
Egestraße;Frankfurt am Main Egestraße;Egestraße, Westhausen, Praunheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60488, Deutschland;50.1369669, 8.6094373, 0.0;50.1369669; 8.6094373
Ehingerstraße;Frankfurt am Main Ehingerstraße;Ehingerstraße, Friedrich-Ebert-Siedlung, Europaviertel, Gallus, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60326, Deutschland;50.1000903, 8.626903, 0.0;50.1000903; 8.626903
Eibenweg;Frankfurt am Main Eibenweg;Eibenweg, Berkersheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60435, Deutschland;50.1678321, 8.6879797, 0.0;50.1678321; 8.6879797
Eichendorffstraße;Frankfurt am Main Eichendorffstraße;Eichendorffstraße, Dornbusch, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60320, Deutschland;50.1408477, 8.6643185, 0.0;50.1408477; 8.6643185
Eichenstraße;Frankfurt am Main Eichenstraße;Eichenstraße, Griesheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65933, Deutschland;50.0951128, 8.5972434, 0.0;50.0951128; 8.5972434
Eichhörnchenpfad;Frankfurt am Main Eichhörnchenpfad;Eichhörnchenpfad, Griesheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65933, Deutschland;50.102903, 8.5901403, 0.0;50.102903; 8.5901403
Eichwaldstraße;Frankfurt am Main Eichwaldstraße;Eichwaldstraße, Nordend Ost, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60385, Deutschland;50.1257948, 8.7021331, 0.0;50.1257948; 8.7021331
Eifelstraße;Frankfurt am Main Eifelstraße;Eifelstraße, Schwanheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60529, Deutschland;50.0875352, 8.5800839, 0.0;50.0875352; 8.5800839
Einbaumstraße;Frankfurt am Main Einbaumstraße;Einbaumstraße, Griesheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65933, Deutschland;50.0909452, 8.619575, 0.0;50.0909452; 8.619575
Einbiglerweg;Frankfurt am Main Einbiglerweg;Einbiglerweg, Fechenheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60386, Deutschland;50.119943, 8.7723593, 0.0;50.119943; 8.7723593
Einsiedlerstraße;Frankfurt am Main Einsiedlerstraße;Einsiedlerstraße, Niederursel, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60439, Deutschland;50.1644874, 8.626115, 0.0;50.1644874; 8.626115
Eisenacher Weg;Frankfurt am Main Eisenacher Weg;Eisenacher Weg, Zeilsheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65931, Deutschland;50.09578, 8.5002796, 0.0;50.09578; 8.5002796
Eiserfelder Straße;Frankfurt am Main Eiserfelder Straße;Eiserfelder Straße, Sossenheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65936, Deutschland;50.1252526, 8.5807043, 0.0;50.1252526; 8.5807043
Eiserne Hand;Frankfurt am Main Eiserne Hand;Eiserne Hand, Nordend West, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60318, Deutschland;50.121946, 8.6873939, 0.0;50.121946; 8.6873939
Eiserner Steg;Frankfurt am Main Eiserner Steg;Eiserner Steg, Innenstadt, Altstadt, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60311, Deutschland;50.108841, 8.6819068, 0.0;50.108841; 8.6819068
Elbestraße;Frankfurt am Main Elbestraße;Elbestraße, Bahnhofsviertel, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60329, Deutschland;50.1066772, 8.6699457, 0.0;50.1066772; 8.6699457
Elbinger Straße;Frankfurt am Main Elbinger Straße;Elbinger Straße, Bockenheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60487, Deutschland;50.1262659, 8.6265076, 0.0;50.1262659; 8.6265076
Elefantengasse;Frankfurt am Main Elefantengasse;Elefantengasse, Innenstadt, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60313, Deutschland;50.1181529, 8.6866507, 0.0;50.1181529; 8.6866507
Elektronstraße;Frankfurt am Main Elektronstraße;Elektronstraße, Griesheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65933, Deutschland;50.0912966, 8.6006283, 0.0;50.0912966; 8.6006283
Eleonore-Sterling-Straße;Frankfurt am Main Eleonore-Sterling-Straße;Eleonore-Sterling-Straße, Eschersheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60433, Deutschland;50.1588454, 8.6652268, 0.0;50.1588454; 8.6652268
Elisabeth-Kuhn-Straße;Frankfurt am Main Elisabeth-Kuhn-Straße;Elisabeth-Kuhn-Straße, Schwanheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65929, Deutschland;50.0837245, 8.5535588, 0.0;50.0837245; 8.5535588
Elisabeth-Schwarzhaupt-Anlage;Frankfurt am Main Elisabeth-Schwarzhaupt-Anlage;Elisabeth-Schwarzhaupt-Anlage, Dornbusch, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60433, Deutschland;50.15164215, 8.67434795754589, 0.0;50.15164215; 8.67434795754589
Elisabeth-Selbert-Platz;Frankfurt am Main Elisabeth-Selbert-Platz;Elisabeth-Selbert-Platz, Riedberg, Kalbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60438, Deutschland;50.17888995, 8.63910341542371, 0.0;50.17888995; 8.63910341542371
Elisabeth-Winterhalter-Straße;Frankfurt am Main Elisabeth-Winterhalter-Straße;Elisabeth-Winterhalter-Straße, Niederursel, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60439, Deutschland;50.1674137, 8.6400597, 0.0;50.1674137; 8.6400597
Elisabethenplatz;Frankfurt am Main Elisabethenplatz;Elisabethenplatz, Bockenheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60486, Deutschland;50.1201364, 8.6434939, 0.0;50.1201364; 8.6434939
Elisabethenstraße;Frankfurt am Main Elisabethenstraße;Elisabethenstraße, Gewerbegebiet Süd, Sossenheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65936, Deutschland;50.1323759, 8.5760142, 0.0;50.1323759; 8.5760142
Elkenbachstraße;Frankfurt am Main Elkenbachstraße;Elkenbachstraße, Nordend Ost, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60316, Deutschland;50.1217955, 8.6948306, 0.0;50.1217955; 8.6948306
Ella-Bergmann-Michel-Straße;Frankfurt am Main Ella-Bergmann-Michel-Straße;Ella-Bergmann-Michel-Straße, Riedberg, Kalbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60438, Deutschland;50.1794845, 8.619062, 0.0;50.1794845; 8.619062
Ellerstraße;Frankfurt am Main Ellerstraße;Ellerstraße, Seckbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60389, Deutschland;50.1439679, 8.7255382, 0.0;50.1439679; 8.7255382
Ellis Road;Frankfurt am Main Ellis Road;Ellis Road, Flughafen, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60549, Deutschland;50.05131, 8.6012414, 0.0;50.05131; 8.6012414
Elly-Beinhorn-Straße;Frankfurt am Main Elly-Beinhorn-Straße;Elly-Beinhorn-Straße, Flughafen, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60549, Deutschland;50.0352256, 8.5915887, 0.0;50.0352256; 8.5915887
Elly-Heuss-Knapp-Straße;Frankfurt am Main Elly-Heuss-Knapp-Straße;Elly-Heuss-Knapp-Straße, Kalbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60438, Deutschland;50.1808748, 8.6393453, 0.0;50.1808748; 8.6393453
Elmer Weg;Frankfurt am Main Elmer Weg;Elmer Weg, Fechenheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60386, Deutschland;50.133466, 8.7550859, 0.0;50.133466; 8.7550859
Elsa-Brändström-Platz;Frankfurt am Main Elsa-Brändström-Platz;Elsa-Brändström-Platz, Westend Süd, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60325, Deutschland;50.1141053, 8.6642914, 0.0;50.1141053; 8.6642914
Else-Alken-Straße;Frankfurt am Main Else-Alken-Straße;Else-Alken-Straße, Niederrad, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60528, Deutschland;50.0796413, 8.6425544, 0.0;50.0796413; 8.6425544
Else-Epstein-Weg;Frankfurt am Main Else-Epstein-Weg;Else-Epstein-Weg, Nordend West, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60435, Deutschland;50.138846, 8.6967301, 0.0;50.138846; 8.6967301
Elsheimerstraße;Frankfurt am Main Elsheimerstraße;Elsheimerstraße, Westend Süd, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60322, Deutschland;50.1196438, 8.6721911, 0.0;50.1196438; 8.6721911
Elsterstraße;Frankfurt am Main Elsterstraße;Elsterstraße, Griesheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65933, Deutschland;50.1017275, 8.593873, 0.0;50.1017275; 8.593873
Eltviller Straße;Frankfurt am Main Eltviller Straße;Eltviller Straße, Kurmainzer Straße, Sossenheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65936, Deutschland;50.1118365, 8.5533112, 0.0;50.1118365; 8.5533112
Emdener Straße;Frankfurt am Main Emdener Straße;Emdener Straße, Griesheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65933, Deutschland;50.1041732, 8.6045639, 0.0;50.1041732; 8.6045639
Emil-Claar-Straße;Frankfurt am Main Emil-Claar-Straße;Emil-Claar-Straße, Westend Süd, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60322, Deutschland;50.1202229, 8.6708514, 0.0;50.1202229; 8.6708514
Emil-Sulzbach-Straße;Frankfurt am Main Emil-Sulzbach-Straße;Emil-Sulzbach-Straße, Westend Süd, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60486, Deutschland;50.113923, 8.6477822, 0.0;50.113923; 8.6477822
Emil-von-Behring-Straße;Frankfurt am Main Emil-von-Behring-Straße;Emil-von-Behring-Straße, Niederursel, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60439, Deutschland;50.1692626, 8.6365671, 0.0;50.1692626; 8.6365671
Emmerich-Josef-Straße;Frankfurt am Main Emmerich-Josef-Straße;Emmerich-Josef-Straße, Höchst, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65929, Deutschland;50.1024874, 8.5502153, 0.0;50.1024874; 8.5502153
Emsdorfer Straße;Frankfurt am Main Emsdorfer Straße;Emsdorfer Straße, Eschersheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60433, Deutschland;50.1559684, 8.6687558, 0.0;50.1559684; 8.6687558
Emser Brücke;Frankfurt am Main Emser Brücke;Emser Brücke, Gallus, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60327, Deutschland;50.106537, 8.6437899, 0.0;50.106537; 8.6437899
Emser Straße;Frankfurt am Main Emser Straße;Emser Straße, Bockenheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60486, Deutschland;50.1168286, 8.6430068, 0.0;50.1168286; 8.6430068
Endsbornstraße;Frankfurt am Main Endsbornstraße;Endsbornstraße, Eschersheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60433, Deutschland;50.1612433, 8.6550109, 0.0;50.1612433; 8.6550109
Enge Gasse;Frankfurt am Main Enge Gasse;Enge Gasse, Eschersheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60433, Deutschland;50.1606372, 8.6550398, 0.0;50.1606372; 8.6550398
Engelsplatz;Frankfurt am Main Engelsplatz;Engelsplatz, Riederwald, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60386, Deutschland;50.1300657, 8.7334625, 0.0;50.1300657; 8.7334625
Engelsruhe;Frankfurt am Main Engelsruhe;Engelsruhe, Unterliederbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65929, Deutschland;50.1165385, 8.5417094, 0.0;50.1165385; 8.5417094
Engelthaler Straße;Frankfurt am Main Engelthaler Straße;Engelthaler Straße, Eckenheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60435, Deutschland;50.1509362, 8.6852407, 0.0;50.1509362; 8.6852407
Enggasse;Frankfurt am Main Enggasse;Enggasse, Sossenheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65936, Deutschland;50.1195316, 8.5664616, 0.0;50.1195316; 8.5664616
Enkheimer Straße;Frankfurt am Main Enkheimer Straße;Enkheimer Straße, Bornheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60385, Deutschland;50.1330145, 8.7166443, 0.0;50.1330145; 8.7166443
Eppenhainer Straße;Frankfurt am Main Eppenhainer Straße;Eppenhainer Straße, Hellerhofsiedlung, Europaviertel, Gallus, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60326, Deutschland;50.1068261, 8.6247237, 0.0;50.1068261; 8.6247237
Eppsteiner Straße;Frankfurt am Main Eppsteiner Straße;Eppsteiner Straße, Westend Süd, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60323, Deutschland;50.1208872, 8.6704146, 0.0;50.1208872; 8.6704146
Eptingweg;Frankfurt am Main Eptingweg;Eptingweg, Unterliederbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65929, Deutschland;50.1066982, 8.5378434, 0.0;50.1066982; 8.5378434
Erbacher Straße;Frankfurt am Main Erbacher Straße;Erbacher Straße, Oberrad, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60599, Deutschland;50.100981, 8.7274085, 0.0;50.100981; 8.7274085
Erbbaustraße;Frankfurt am Main Erbbaustraße;Erbbaustraße, Europaviertel, Gallus, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60326, Deutschland;50.1015189, 8.6212381, 0.0;50.1015189; 8.6212381
Erbsengasse;Frankfurt am Main Erbsengasse;Erbsengasse, Niederursel, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60439, Deutschland;50.1684371, 8.6176727, 0.0;50.1684371; 8.6176727
Erfurter Weg;Frankfurt am Main Erfurter Weg;Erfurter Weg, Zeilsheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65931, Deutschland;50.0959959, 8.4999045, 0.0;50.0959959; 8.4999045
Erich-Kästner-Straße;Frankfurt am Main Erich-Kästner-Straße;Erich-Kästner-Straße, Bergen-Enkheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60388, Deutschland;50.1454917, 8.7515418, 0.0;50.1454917; 8.7515418
Erich-Ollenhauer-Ring;Frankfurt am Main Erich-Ollenhauer-Ring;Erich-Ollenhauer-Ring, Heddernheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60439, Deutschland;50.1565742, 8.6355692, 0.0;50.1565742; 8.6355692
Erlenbacher Stadtweg;Frankfurt am Main Erlenbacher Stadtweg;Erlenbacher Stadtweg, Harheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60437, Deutschland;50.1909499, 8.7008265, 0.0;50.1909499; 8.7008265
Erlenbacher Straße;Frankfurt am Main Erlenbacher Straße;Erlenbacher Straße, Nordend Ost, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60389, Deutschland;50.1280331, 8.7005297, 0.0;50.1280331; 8.7005297
Erlenseer Straße;Frankfurt am Main Erlenseer Straße;Erlenseer Straße, Bergen-Enkheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60388, Deutschland;50.15861, 8.759086, 0.0;50.15861; 8.759086
Erlenstraße;Frankfurt am Main Erlenstraße;Erlenstraße, Westend Süd, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60325, Deutschland;50.1107184, 8.6602167, 0.0;50.1107184; 8.6602167
Erna-Pinner-Straße;Frankfurt am Main Erna-Pinner-Straße;Erna-Pinner-Straße, Riedberg, Kalbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60438, Deutschland;50.1793353, 8.6343189, 0.0;50.1793353; 8.6343189
Ernst-Achilles-Platz;Frankfurt am Main Ernst-Achilles-Platz;Ernst-Achilles-Platz, Ostend, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60314, Deutschland;50.11280425, 8.70389415356177, 0.0;50.11280425; 8.70389415356177
Ernst-Abbe-Straße;Frankfurt am Main Ernst-Abbe-Straße;Ernst-Abbe-Straße, Riedberg, Kalbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60438, Deutschland;50.1778729, 8.6279944, 0.0;50.1778729; 8.6279944
Ernst-Balser-Straße;Frankfurt am Main Ernst-Balser-Straße;Ernst-Balser-Straße, Kalbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60438, Deutschland;50.1777859, 8.6169918, 0.0;50.1777859; 8.6169918
Ernst-Heinkel-Straße;Frankfurt am Main Ernst-Heinkel-Straße;Ernst-Heinkel-Straße, Fechenheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60386, Deutschland;50.1252336, 8.7569239, 0.0;50.1252336; 8.7569239
Ernst-Kahn-Straße;Frankfurt am Main Ernst-Kahn-Straße;Ernst-Kahn-Straße, Heddernheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60439, Deutschland;50.153654, 8.6343299, 0.0;50.153654; 8.6343299
Ernst-Schwendler-Straße;Frankfurt am Main Ernst-Schwendler-Straße;Ernst-Schwendler-Straße, Westend Nord, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60320, Deutschland;50.1363902, 8.6646918, 0.0;50.1363902; 8.6646918
Ernst-Wiss-Straße;Frankfurt am Main Ernst-Wiss-Straße;Ernst-Wiss-Straße, Griesheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65933, Deutschland;50.0988889, 8.5924861, 0.0;50.0988889; 8.5924861
Erntestraße;Frankfurt am Main Erntestraße;Erntestraße, Gutleutviertel, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60327, Deutschland;50.0962196, 8.6389394, 0.0;50.0962196; 8.6389394
Erstes Altebergsgäßchen;Frankfurt am Main Erstes Altebergsgäßchen;Erstes Altebergsgäßchen, Sachsenhausen Süd, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60599, Deutschland;50.0963663, 8.7068687, 0.0;50.0963663; 8.7068687
Erstes Wartegäßchen;Frankfurt am Main Erstes Wartegäßchen;Erstes Wartegäßchen, Sachsenhausen Süd, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60598, Deutschland;50.0862378, 8.6843957, 0.0;50.0862378; 8.6843957
Erzbergerstraße;Frankfurt am Main Erzbergerstraße;Erzbergerstraße, Griesheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65933, Deutschland;50.094091, 8.6144748, 0.0;50.094091; 8.6144748
Eschborner Landstraße;Frankfurt am Main Eschborner Landstraße;Eschborner Landstraße, Rödelheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60489, Deutschland;50.1283456, 8.598781, 0.0;50.1283456; 8.598781
Eschenbachstraße;Frankfurt am Main Eschenbachstraße;Eschenbachstraße, Sachsenhausen Nord, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60596, Deutschland;50.095935, 8.6665656, 0.0;50.095935; 8.6665656
Eschenheimer Anlage;Frankfurt am Main Eschenheimer Anlage;Eschenheimer Anlage, Innenstadt, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60318, Deutschland;50.11898655, 8.68603839623879, 0.0;50.11898655; 8.68603839623879
Eschenheimer Tor;Frankfurt am Main Eschenheimer Tor;Eschenheimer Tor, Innenstadt, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60313, Deutschland;50.1173865, 8.679264, 0.0;50.1173865; 8.679264
Eschersheimer Landstraße;Frankfurt am Main Eschersheimer Landstraße;Eschersheimer Landstraße, Nordend West, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60322, Deutschland;50.1181843, 8.6789101, 0.0;50.1181843; 8.6789101
Eschweger Straße;Frankfurt am Main Eschweger Straße;Eschweger Straße, Seckbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60389, Deutschland;50.1399031, 8.7163527, 0.0;50.1399031; 8.7163527
Espenstraße;Frankfurt am Main Espenstraße;Espenstraße, Griesheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60326, Deutschland;50.0965894, 8.6149764, 0.0;50.0965894; 8.6149764
Esperantostraße;Frankfurt am Main Esperantostraße;Esperantostraße, Sachsenhausen Süd, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60598, Deutschland;50.0889792, 8.6852616, 0.0;50.0889792; 8.6852616
Esslinger Straße;Frankfurt am Main Esslinger Straße;Esslinger Straße, Gutleutviertel, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60329, Deutschland;50.1027632, 8.6643182, 0.0;50.1027632; 8.6643182
Ettinghausen-Platz;Frankfurt am Main Ettinghausen-Platz;Ettinghausen-Platz, Höchst, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65929, Deutschland;50.0998357, 8.54663888053471, 0.0;50.0998357; 8.54663888053471
Ettlingerstraße;Frankfurt am Main Ettlingerstraße;Ettlingerstraße, Bornheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60385, Deutschland;50.1253817, 8.7130876, 0.0;50.1253817; 8.7130876
Euckenstraße;Frankfurt am Main Euckenstraße;Euckenstraße, Unterliederbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 65929, Deutschland;50.1110408, 8.5408712, 0.0;50.1110408; 8.5408712
Eugen-Blanck-Straße;Frankfurt am Main Eugen-Blanck-Straße;Eugen-Blanck-Straße, Riedberg, Kalbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60438, Deutschland;50.1777646, 8.6193642, 0.0;50.1777646; 8.6193642
Eugen-Hartmann-Straße;Frankfurt am Main Eugen-Hartmann-Straße;Eugen-Hartmann-Straße, Praunheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60488, Deutschland;50.1460806, 8.6061463, 0.0;50.1460806; 8.6061463
Eugen-Kaufmann-Straße;Frankfurt am Main Eugen-Kaufmann-Straße;Eugen-Kaufmann-Straße, Riedberg, Kalbach, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60438, Deutschland;50.1780167, 8.6205732, 0.0;50.1780167; 8.6205732
Eulengasse;Frankfurt am Main Eulengasse;Eulengasse, Bornheim, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60385, Deutschland;50.1323516, 8.7141518, 0.0;50.1323516; 8.7141518
Europa-Allee;Frankfurt am Main Europa-Allee;Europa-Allee, Europaviertel, Gallus, Frankfurt, Regierungsbezirk Darmstadt, Hessen, 60486, Deutschland;50.1078352, 8.6267591, 0.0;50.1078352; 8.6267591
